"Ligne_num";"NOMVOIE";"ID_DEFAUT";"PK_DEFAUT";"PROFIL_RAIL";"ANNEE_POSE";"VITESSE";"GROUPE_UIC";"RAYON_COURBE";"ID_TYPE_CLASSEMENT";"ID_TYPE_EMPLACEMENT";"ID_TYPE_DEFAUT";"Annee_Decouverte"
325000;"V1";317974;"050+0284";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V1";317976;"050+0223";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V1";317977;"050+0187";"U50";1984;100;"6";477;"O";"Ciel ouvert";"2270";2006
325000;"V1";317983;"049+0548";"U50";1984;100;"6";769;"O";"Ciel ouvert";"2270";2007
325000;"V1";317988;"051+0020";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V1";317990;"049+0893";"U50";1984;100;"6";477;"O";"Ciel ouvert";"2270";2007
325000;"V1";317993;"050+0881";"U50";1984;100;"6";981;"O";"Ciel ouvert";"2270";2006
325000;"V1";317996;"049+0894";"U50";1984;100;"6";477;"O";"Ciel ouvert";"2270";2007
325000;"V1";317998;"048+0650";"U50";1984;100;"6";0;"X2";"Ciel ouvert";"2270";2007
316000;"UNIQUE";317999;"056+0960";"U80";1971;100;"6";NA;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318003;"089+0795";"S12";1922;100;"8AV";0;"O";"Ciel ouvert";"2270";2009
325000;"V1";318004;"065+0305";"U50";1984;100;"6";0;"X1";"Ciel ouvert";"2270";2009
325000;"M";318012;"052+0730";"U33";1984;100;"7AV";0;"O";"Ciel ouvert";"2270";2007
325000;"V1";318016;"052+0010";"U50";1989;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V2";318025;"053+0832";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318026;"053+0830";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318027;"053+0833";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318028;"053+0838";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318029;"053+0841";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318030;"053+0842";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318031;"053+0843";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318066;"053+0953";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318067;"053+0957";"U50";1984;100;"6";521;"O";"Ciel ouvert";"2270";2006
325000;"V2";318068;"053+0959";"U50";1984;100;"6";521;"O";"Ciel ouvert";"2270";2006
325000;"V2";318070;"054+0747";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318071;"054+0764";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318072;"054+0769";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318073;"054+0781";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318074;"054+0790";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318075;"054+0798";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318076;"054+0827";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318077;"054+0833";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318078;"054+0880";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
316000;"UNIQUE";318089;"054+0190";"U33";1947;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V1";318094;"053+0301";"U50";1984;100;"6";0;"X1";"Ciel ouvert";"2270";2006
325000;"V1";318097;"053+0791";"U50";1984;100;"6";0;"X1";"Ciel ouvert";"2270";2006
325000;"V1";318098;"053+0795";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V1";318099;"053+0798";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V2";318100;"054+0190";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V2";318101;"054+0883";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318102;"054+0885";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318103;"054+0977";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318104;"055+0057";"U50";1984;100;"6";962;"X1";"Ciel ouvert";"2270";2006
325000;"V2";318105;"055+0124";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318107;"055+0149";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318108;"055+0158";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318111;"054+0558";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318114;"081+0000";"NORD45";1914;100;"8AV";432;"O";"Ciel ouvert";"1270";2007
325000;"V1";318122;"055+0558";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318128;"038+0000";"U36";1969;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"M";318130;"052+0651";"U33";1984;100;"7AV";0;"O";"Ciel ouvert";"2270";2006
325000;"M";318131;"052+0628";"U33";1984;100;"7AV";0;"O";"Ciel ouvert";"2270";2006
325000;"V2";318140;"055+0194";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318141;"055+0195";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318142;"055+0197";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318143;"055+0202";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V2";318144;"055+0240";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V2";318147;"054+0205";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318148;"054+0205";"U50";1984;100;"6";0;"X1";"Ciel ouvert";"2270";2006
325000;"V2";318149;"054+0213";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318150;"054+0218";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V1";318152;"043+0200";"U33";1951;100;"6";NA;"O";"Ciel ouvert";"2272";2008
325000;"M";318155;"052+0625";"U33";1984;100;"7AV";0;"O";"Ciel ouvert";"2270";2006
325000;"V1";318164;"054+0897";"U50";1984;100;"6";962;"O";"Ciel ouvert";"2270";2006
325000;"V1";318166;"054+0883";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V1";318168;"054+0707";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V1";318169;"054+0708";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V1";318170;"054+0698";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2006
325000;"V2";318172;"054+0244";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318173;"054+0254";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V1";318179;"051+0840";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V1";318185;"055+0202";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V1";318188;"055+0123";"U50";1984;100;"6";962;"O";"Ciel ouvert";"2270";2006
325000;"V1";318189;"055+0072";"U50";1984;100;"6";962;"O";"Ciel ouvert";"2270";2006
325000;"V2";318191;"054+0392";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318198;"052+0101";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318199;"052+0118";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318200;"052+0127";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2006
316000;"EVIT";318203;"059+0574";"Nord45";1930;40;"9AV";0;"O";"Ciel ouvert";"2270";2006
316000;"UNIQUE";318204;"055+0087";"U80";1971;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"J0754";318209;"075+0440";"U36";1955;30;"8AV";NA;"O";"Ciel ouvert";"2272";2008
316000;"EVIT";318215;"073+0680";"S12";1922;40;"8AV";0;"O";"Ciel ouvert";"2270";2006
325000;"V1";318217;"077+0977";"S12";1926;100;"6";NA;"X1";"Ciel ouvert";"2272";2009
325000;"V2";318226;"065+0200";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2009
316000;"UNIQUE";318230;"083+0070";"U36";1980;100;"6";NA;"O";"Ciel ouvert";"2270";2002
316000;"UNIQUE";318231;"083+0150";"U36";1980;100;"6";NA;"O";"Ciel ouvert";"2270";2002
316000;"UNIQUE";318241;"055+0109";"U80";1971;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318242;"074+0308";"U33";1967;100;"6";0;"X1";"Ciel ouvert";"2270";2009
316000;"UNIQUE";318248;"055+0200";"UIC60";1971;100;"6";0;"X1";"Ciel ouvert";"2270";2007
325000;"V1";318249;"086+0960";"S12";1922;100;"8AV";666;"O";"Ciel ouvert";"1270";2008
325000;"V2";318250;"074+0309";"U33";1967;100;"6";0;"X1";"Ciel ouvert";"2270";2009
325000;"V1";318266;"039+0365";"U36";1969;100;"6";495;"X1";"Ciel ouvert";"2270";2008
325000;"V1";318272;"082+0790";"S 12";1922;100;"8AV";0;"O";"Ciel ouvert";"1270";2004
325000;"V1";318280;"085+0170";"S12";1922;100;"8AV";758;"O";"Ciel ouvert";"1270";2008
325000;"UNIQUE (1)";318281;"096+0130";"U33";1991;100;"8AV";NA;"X1";"Ciel ouvert";"2270";2008
325000;"V2";318286;"085+0060";"S 12";1922;100;"8AV";0;"O";"Ciel ouvert";"1270";2007
325000;"V2";318287;"075+0398";"U50";1963;100;"6";395;"X1";"Ciel ouvert";"2270";2009
325000;"V2";318303;"075+0497";"S33";1969;100;"6";NA;"X1";"Ciel ouvert";"2270";2009
325000;"V2";318304;"075+0499";"S33";1969;100;"6";NA;"O";"Ciel ouvert";"2270";2009
316000;"EVIT";318305;"073+0300";"S12";1922;40;"8AV";0;"X1";"Ciel ouvert";"2270";2006
325000;"UNIQUE (1)";318306;"093+0780";"U33";1993;100;"8AV";NA;"O";"Ciel ouvert";"2270";2001
325000;"UNIQUE (1)";318310;"099+0020";"S33";1928;100;"8AV";NA;"O";"Ciel ouvert";"1270";2004
325000;"V1";318318;"082+0597";"S12";1922;100;"8AV";746;"O";"Ciel ouvert";"1270";2004
325000;"V1";318319;"082+0677";"S12";1922;100;"8AV";746;"O";"Ciel ouvert";"2270";2004
325000;"V1";318323;"082+0675";"S12";1922;100;"8AV";746;"O";"Ciel ouvert";"2270";2004
316000;"EVIT";318324;"073+0650";"S12";1922;40;"8AV";0;"O";"Ciel ouvert";"1270";2006
316000;"EVIT";318327;"073+0300";"S12";1922;40;"8AV";0;"O";"Ciel ouvert";"2270";2006
316000;"EVIT";318328;"073+0302";"S12";1922;40;"8AV";0;"O";"Ciel ouvert";"2270";2006
325000;"V1";318333;"009+0890";"U50";2010;90;"4";382;"X1";"Ciel ouvert";"2272";2008
325000;"V1";318335;"083+0960";"S12";1922;100;"8AV";0;"O";"Ciel ouvert";"2270";2004
325000;"V1";318339;"088+0100";"S12";1922;100;"8AV";477;"O";"Ciel ouvert";"1270";2001
316000;"EVIT";318342;"073+0690";"S12";1922;40;"8AV";0;"O";"Ciel ouvert";"1270";2006
325000;"UNIQUE (1)";318349;"094+0970";"S33";1928;100;"8AV";2630;"O";"Ciel ouvert";"2270";2008
325000;"V2";318350;"082+0599";"NORD45";1914;100;"8AV";746;"O";"Ciel ouvert";"2270";2008
325000;"V1";318355;"082+0250";"S 12";1922;100;"8AV";746;"O";"Ciel ouvert";"1270";2000
325000;"V2";318367;"084+0482";"S 12";1922;100;"8AV";746;"O";"Ciel ouvert";"1270";2004
325000;"V1";318370;"087+0840";"S12";1922;100;"8AV";944;"O";"Ciel ouvert";"1270";2000
325000;"V1";318371;"088+0100";"S12";1922;100;"8AV";477;"O";"Ciel ouvert";"1270";2000
325000;"V2";318378;"086+0080";"S12";1922;100;"8AV";877;"O";"Ciel ouvert";"1270";2004
325000;"V2";318384;"059+0075";"U50";1984;100;"6";463;"O";"Ciel ouvert";"2270";2004
325000;"V2";318385;"056+0460";"U50";1984;100;"6";NA;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318387;"076+0450";"U33";1925;100;"6";NA;"O";"Ciel ouvert";"2270";2000
325000;"V2";318391;"056+0660";"U50";1984;100;"6";481;"O";"Ciel ouvert";"2270";2007
325000;"V2";318394;"078+0370";"S33";1937;100;"6";NA;"O";"Ciel ouvert";"1270";2000
325000;"V2";318398;"056+0670";"U50";1984;100;"6";481;"O";"Ciel ouvert";"2270";2007
325000;"V1";318400;"082+0570";"S12";1922;100;"8AV";746;"O";"Ciel ouvert";"1270";2004
325000;"V2";318404;"087+0360";"S12";1922;100;"8AV";0;"X1";"Ciel ouvert";"2270";2000
325000;"V2";318406;"089+0590";"S12";1922;100;"8AV";0;"O";"Ciel ouvert";"1270";2000
325000;"V2";318410;"090+0915";"S 33";1939;100;"8AV";758;"O";"Ciel ouvert";"1270";2000
325000;"V2";318414;"059+0076";"U50";1984;100;"6";463;"O";"Ciel ouvert";"2270";2004
325000;"V2";318433;"088+0538";"S12";1922;100;"8AV";NA;"O";"Ciel ouvert";"1270";2000
325000;"UNIQUE (1)";318434;"099+0189";"S33";1928;100;"8AV";0;"X1";"Ciel ouvert";"1270";2000
325000;"V2";318439;"075+0502";"S33";1969;100;"6";NA;"O";"Ciel ouvert";"2270";2009
325000;"V2";318449;"075+0404";"U50";1963;100;"6";NA;"O";"Ciel ouvert";"2270";2009
325000;"V2";318450;"075+0587";"S33";1969;100;"6";NA;"O";"Ciel ouvert";"2270";2009
325000;"V2";318456;"059+0117";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2005
325000;"V2";318457;"059+0120";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2005
316000;"UNIQUE";318458;"055+0780";"UIC60";1971;100;"6";1163;"O";"Ciel ouvert";"2270";2002
325000;"V2";318470;"065+0117";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2005
325000;"UNIQUE (1)";318471;"079+0370";"S33";1937;100;"8AV";521;"O";"Ciel ouvert";"1270";2002
325000;"V1";318472;"086+0160";"S12";1922;100;"8AV";877;"O";"Ciel ouvert";"2270";2002
325000;"V1";318475;"086+0520";"S12";1922;100;"8AV";485;"O";"Ciel ouvert";"2270";2002
325000;"V2";318486;"056+0370";"U50";1984;100;"6";481;"O";"Ciel ouvert";"2270";2004
325000;"V2";318487;"056+0371";"U50";1984;100;"6";481;"O";"Ciel ouvert";"2270";2004
325000;"V2";318489;"082+0800";"NORD45";1914;100;"8AV";0;"O";"Ciel ouvert";"2270";2004
325000;"V2";318490;"082+0900";"NORD45";1914;100;"8AV";0;"O";"Ciel ouvert";"2270";2004
325000;"V2";318491;"084+0970";"S12";1922;100;"8AV";NA;"X1";"Ciel ouvert";"2270";2004
325000;"V1";318492;"083+0250";"S12";1922;100;"8AV";758;"O";"Ciel ouvert";"1270";2004
325000;"V1";318498;"084+0150";"S12";1922;100;"8AV";NA;"O";"Ciel ouvert";"1270";2004
325000;"V1";318499;"085+0120";"S 12";1922;100;"8AV";758;"O";"Ciel ouvert";"1270";2004
325000;"V1";318500;"085+0620";"S 12";1922;100;"8AV";0;"O";"Ciel ouvert";"1270";2004
325000;"V1";318502;"085+0890";"S 12";1922;100;"8AV";0;"O";"Ciel ouvert";"1270";2004
325000;"V1";318506;"012+0145";"U50";1996;100;"4";0;"O";"Ciel ouvert";"2270";2008
316000;"UNIQUE";318510;"059+0574";"U50";1983;100;"6";NA;"O";"Ciel ouvert";"2270";2004
325000;"V2";318512;"088+0478";"S12";1922;100;"8AV";NA;"O";"Ciel ouvert";"2270";2005
316000;"UNIQUE";318515;"082+0663";"U36";1950;100;"6";1755;"X1";"Ciel ouvert";"2270";2004
316000;"UNIQUE";318516;"083+0507";"U36";1950;100;"6";0;"X1";"Ciel ouvert";"2270";2004
325000;"V2";318517;"077+0480";"S33";1937;100;"6";NA;"O";"Ciel ouvert";"2270";2005
316000;"UNIQUE";318528;"063+0511";"U50";1983;100;"6";NA;"O";"Ciel ouvert";"2270";2004
316000;"UNIQUE";318529;"063+0539";"U50";1983;100;"6";0;"O";"Ciel ouvert";"2270";2004
316000;"UNIQUE";318530;"063+0689";"U50";1983;100;"6";NA;"O";"Ciel ouvert";"2270";2004
316000;"UNIQUE";318531;"063+0691";"U50";1983;100;"6";NA;"O";"Ciel ouvert";"2270";2004
316000;"UNIQUE";318533;"077+0651";"U36";1980;100;"6";NA;"O";"Ciel ouvert";"2270";2004
316000;"UNIQUE";318535;"083+0743";"U36";1950;100;"6";0;"O";"Ciel ouvert";"2270";2004
316000;"UNIQUE";318536;"083+0831";"U36";1950;100;"6";0;"O";"Ciel ouvert";"2270";2004
325000;"V2";318543;"086+0960";"S 12";1922;100;"8AV";666;"O";"Ciel ouvert";"1270";2004
325000;"V1";318545;"087+0840";"S12";1922;100;"8AV";944;"O";"Ciel ouvert";"1270";2004
325000;"V2";318546;"087+0130";"S12";1922;100;"8AV";666;"O";"Ciel ouvert";"1270";2004
316000;"UNIQUE";318548;"080+0568";"U36";1980;100;"6";NA;"O";"Ciel ouvert";"2270";2004
316000;"UNIQUE";318549;"082+0037";"U36";1950;100;"6";0;"O";"Ciel ouvert";"2270";2004
325000;"V1";318552;"090+0920";"S12";1922;100;"8AV";758;"O";"Ciel ouvert";"1270";2004
325000;"V2";318559;"076+0798";"U33";1937;100;"6";NA;"O";"Ciel ouvert";"1270";2006
325000;"V2";318573;"077+0880";"S33";1937;100;"6";NA;"O";"Ciel ouvert";"1270";2006
325000;"V2";318575;"078+0585";"S 33";1941;100;"6";2000;"O";"Ciel ouvert";"1270";2006
325000;"V2";318576;"075+0612";"S33";1969;100;"6";NA;"O";"Ciel ouvert";"2270";2009
325000;"V2";318578;"076+0460";"U33";1925;100;"6";NA;"O";"Ciel ouvert";"2270";2006
316000;"UNIQUE";318579;"066+0450";"U36";1960;100;"6";NA;"O";"Ciel ouvert";"2270";2006
325000;"V2";318592;"050+0710";"U50";1984;100;"6";981;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318593;"050+0724";"U50";1984;100;"6";981;"O";"Ciel ouvert";"2270";2007
325000;"V2";318594;"050+0865";"U50";1984;100;"6";981;"O";"Ciel ouvert";"2270";2007
325000;"V2";318597;"050+0972";"U50";1984;100;"6";981;"X1";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318600;"056+0190";"UIC60";1971;100;"6";1163;"O";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318606;"078+0900";"U36";1950;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V1";318615;"055+0710";"U50";1984;100;"6";0;"X1";"Ciel ouvert";"2270";2007
325000;"V1";318617;"056+0710";"U50";1984;100;"6";481;"O";"Ciel ouvert";"2270";2007
325000;"V1";318618;"057+0620";"U50";1984;100;"6";981;"O";"Ciel ouvert";"2270";2007
325000;"V1";318634;"076+0099";"S12";1926;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"V1";318635;"075+0930";"S12";1926;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318639;"050+0973";"U50";1984;100;"6";981;"X2";"Ciel ouvert";"2270";2007
325000;"V2";318640;"050+0976";"U50";1984;100;"6";981;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318641;"050+0982";"U50";1984;100;"6";981;"O";"Ciel ouvert";"2270";2007
325000;"UNIQUE (1)";318651;"064+0400";"U50";1984;100;"5";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318653;"057+0675";"U50";1984;100;"6";981;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318654;"057+0677";"U50";1984;100;"6";981;"O";"Ciel ouvert";"2270";2007
325000;"V2";318655;"057+0680";"U50";1984;100;"6";981;"O";"Ciel ouvert";"2270";2007
325000;"V2";318656;"057+0683";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318657;"057+0685";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318660;"077+0785";"S33";1937;100;"6";NA;"O";"Ciel ouvert";"2270";2009
325000;"V7";318661;"078+0630";"U80";1968;40;"8AV";NA;"O";"Ciel ouvert";"2270";2007
325000;"V1";318674;"078+0390";"S12";1926;100;"6";NA;"O";"Ciel ouvert";"2272";2009
325000;"V2";318675;"084+0550";"S12";1922;100;"8AV";746;"O";"Ciel ouvert";"2270";2007
325000;"V2";318679;"080+0996";"NORD45";1937;100;"8AV";NA;"O";"Ciel ouvert";"1270";2007
325000;"V2";318690;"051+0339";"U50";1984;100;"6";981;"O";"Ciel ouvert";"2270";2007
325000;"V2";318691;"051+0498";"U50";1984;100;"6";981;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318697;"048+0365";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318698;"057+0380";"UIC60";1971;100;"6";0;"X1";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318699;"057+0390";"U80";1971;100;"6";NA;"X1";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318700;"057+0409";"U80";1971;100;"6";NA;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318701;"078+0370";"S33";1937;100;"6";NA;"X1";"Ciel ouvert";"2270";2009
325000;"V2";318710;"057+0891";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318711;"058+0009";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318712;"058+0010";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318713;"058+0018";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318714;"058+0048";"U50";1984;100;"6";481;"O";"Ciel ouvert";"2270";2007
325000;"V1";318728;"048+0378";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2008
325000;"V2";318746;"049+0595";"U50";1984;100;"6";769;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318747;"051+0772";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318748;"051+0774";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318749;"052+0267";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318751;"057+0480";"UIC60";1971;100;"6";0;"O";"Ciel ouvert";"2272";2007
316000;"UNIQUE";318752;"057+0531";"UIC60";1971;100;"6";0;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318759;"056+0905";"U50";1984;100;"6";481;"O";"Ciel ouvert";"2270";2007
325000;"V2";318761;"058+0572";"U50";1984;100;"6";485;"O";"Ciel ouvert";"2270";2007
325000;"V2";318762;"058+0578";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318763;"058+0590";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318764;"064+0980";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"V2";318799;"052+0269";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"V2";318801;"053+0139";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318802;"053+0781";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318803;"054+0183";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"V2";318804;"054+0184";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"V2";318806;"054+0493";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318807;"057+0570";"UIC60";1971;100;"6";0;"X1";"Ciel ouvert";"2270";2007
325000;"V1";318808;"064+0919";"U50";1984;100;"6";0;"X1";"Ciel ouvert";"2270";2007
325000;"V1";318811;"064+0880";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"V1";318812;"064+0850";"U50";1984;100;"6";NA;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318815;"057+0125";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"V2";318822;"065+0297";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318853;"054+0508";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318854;"054+0782";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318855;"054+0814";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318856;"054+0815";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318857;"054+0824";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
325000;"V1";318859;"064+0760";"U50";1984;100;"6";NA;"X1";"Ciel ouvert";"2270";2007
325000;"V1";318860;"064+0720";"U50";1984;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"UNIQUE (1)";318861;"064+0545";"U50";1984;100;"5";NA;"O";"Ciel ouvert";"2270";2007
325000;"UNIQUE (1)";318862;"064+0548";"U50";1984;100;"5";NA;"O";"Ciel ouvert";"2270";2007
325000;"UNIQUE (1)";318863;"064+0550";"U50";1984;100;"5";NA;"X1";"Ciel ouvert";"2270";2007
325000;"UNIQUE (1)";318864;"064+0420";"U50";1984;100;"5";NA;"O";"Ciel ouvert";"2270";2007
325000;"UNIQUE (1)";318865;"064+0404";"U50";1984;100;"5";NA;"O";"Ciel ouvert";"2270";2007
325000;"UNIQUE (1)";318866;"064+0405";"U50";1984;100;"5";NA;"O";"Ciel ouvert";"2270";2007
325000;"V2";318872;"068+0370";"NORD45";1908;100;"6";0;"X1";"Ciel ouvert";"2270";2007
325000;"V2";318897;"081+0570";"NORD45";1914;100;"8AV";736;"O";"Ciel ouvert";"1270";2008
325000;"V1";318898;"081+0840";"S 12";1922;100;"8AV";736;"O";"Ciel ouvert";"1270";2008
325000;"V1";318899;"082+0415";"S 12";1922;100;"8AV";746;"O";"Ciel ouvert";"1270";2008
325000;"V2";318900;"081+0990";"Nord45";1914;100;"8AV";746;"O";"Ciel ouvert";"1270";2008
325000;"V2";318902;"082+0850";"NORD45";1914;100;"8AV";0;"O";"Ciel ouvert";"1270";2008
325000;"V1";318904;"087+0205";"S12";1922;100;"8AV";666;"O";"Ciel ouvert";"1270";2008
325000;"V2";318905;"054+0941";"U50";1984;100;"6";NA;"O";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318906;"057+0054";"UIC60";1971;100;"6";0;"X1";"Ciel ouvert";"2270";2007
316000;"UNIQUE";318907;"057+0050";"UIC60";1971;100;"6";0;"O";"Ciel ouvert";"2270";2007
325000;"V1";318908;"087+0840";"S12";1922;100;"8AV";944;"O";"Ciel ouvert";"1270";2008
325000;"UNIQUE (1)";318910;"064+0406";"U50";1984;100;"5";NA;"O";"Ciel ouvert";"2270";2007
325000;"UNIQUE (1)";318911;"064+0407";"U50";1984;100;"5";NA;"O";"Ciel ouvert";"2270";2007
